Crop Common Name ,Disease Name (Type),Scientific name,Treatment Methods
ಹತ್ತಿ,ಬಿಳಿ ನೊಣ (Whitefly),ಬೆಮಿಸಿಯಾ ಟಬಾಕಿ,ಬೇವಿನ ಎಣ್ಣೆ ಅಥವಾ ಸ್ಪಿರೋಮೆಸಿಫೆನ್ ಸಿಂಪಡಿಸಿ. ಎಲೆಯ ಕೆಳಭಾಗಕ್ಕೆ ಸರಿಯಾಗಿ ಸಿಂಪಡಿಸಿ. ಅತಿಯಾದ ಯೂರಿಯಾ ಗೊಬ್ಬರ ಬೇಡ. ಹೊಲದ ಸುತ್ತ ಕಳೆ ಇಲ್ಲದಂತೆ ನೋಡಿಕೊಳ್ಳಿ.
ಹತ್ತಿ,ಹಿಟ್ಟು ತಿಗಣೆ (Mealybug),ಫೆನಾಕೋಕಸ್ ಸೊಲೆನೋಪಿಸ್,ಮೊದಲು ಇರುವೆ ಗೂಡುಗಳನ್ನು ನಾಶಪಡಿಸಿ. ಪೀಡಿತ ಗಿಡಗಳಿಗೆ ನೇರವಾಗಿ ಪ್ರೊಫೆನೋಫಾಸ್ ಅಥವಾ ಬುಪ್ರೊಫೆಜಿನ್ ಸಿಂಪಡಿಸಿ. ಸಣ್ಣ ಪ್ರಮಾಣದಲ್ಲಿದ್ದರೆ ನೀರಿನ ಬಲವಾದ ಫೋರ್ಸ್‌ನಿಂದ ತೊಳೆದು ಹಾಕಿ.
ಹತ್ತಿ,ಆಲ್ಟರ್ನೇರಿಯಾ ಎಲೆ ಚುಕ್ಕೆ,ಆಲ್ಟರ್ನೇರಿಯಾ ಮ್ಯಾಕ್ರೋಸ್ಪೋರಾ,ಕಂದು ಮಚ್ಚೆ ಕಂಡಾಗ 1 ಲೀ ನೀರಿಗೆ 2.5 ಗ್ರಾಂ ಮ್ಯಾಂಕೋಜೆಬ್ ಅಥವಾ 1 ಮಿಲಿ ಪ್ರೊಪಿಕೋನಾಜೋಲ್ ಸಿಂಪಡಿಸಿ. ಗಿಡಕ್ಕೆ ಸಾಕಷ್ಟು ಪೊಟ್ಯಾಷ್ ಗೊಬ್ಬರ ನೀಡಿ. ಬಿದ್ದಿರುವ ರೋಗಗ್ರಸ್ತ ಎಲೆಗಳನ್ನು ನಾಶಪಡಿಸಿ.
ಹತ್ತಿ,ಬೂದಿ ರೋಗ (Grey Mildew),ರಾಮುಲೇರಿಯಾ ಅರಿಯೋಲಾ,ಎಲೆಯ ಮೇಲೆ ಬಿಳಿ ಪುಡಿ ಕಂಡರೆ 1 ಲೀ ನೀರಿಗೆ 3 ಗ್ರಾಂ ನೀರಿನಲ್ಲಿ ಕರಗುವ ಗಂಧಕ (Sulphur) ಅಥವಾ ಕಾರ್ಬೆಂಡಾಜಿಮ್ ಸಿಂಪಡಿಸಿ. ಇದು ಎಲೆ ಉದುರುವುದನ್ನು ತಪ್ಪಿಸಿ ಕಾಯಿ ಕಟ್ಟಲು ಸಹಾಯ ಮಾಡುತ್ತದೆ.
ಹತ್ತಿ,ಬೇರು ಕೊಳೆ ರೋಗ (Root Rot),ರೈಜೋಕ್ಟೋನಿಯಾ ಸೊಲಾನಿ,ಬಿತ್ತನೆ ಮುನ್ನ ಟ್ರೈಕೋಡರ್ಮದಿಂದ ಬೀಜೋಪಚಾರ ಮಾಡಿ. ರೋಗ ಕಂಡ ಜಾಗಕ್ಕೆ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸುರಿಯಿರಿ. ಹೊಲದಲ್ಲಿ ನೀರು ನಿಲ್ಲದಂತೆ ನೋಡಿಕೊಳ್ಳಿ. ಇದು ಮುನ್ನೆಚ್ಚರಿಕೆಯಿಂದ ಮಾತ್ರ ತಡೆಯಲು ಸಾಧ್ಯ.
ಹತ್ತಿ,ಫ್ಯುಸೇರಿಯಂ ಸೊರಗು (Wilt),ಫ್ಯುಸೇರಿಯಂ ಆಕ್ಸಿಸ್ಪೋರಮ್,ರೋಗ ನಿರೋಧಕ ಹತ್ತಿ ತಳಿಗಳನ್ನು ಬೆಳೆಯಿರಿ. ಮಣ್ಣಿಗೆ ಟ್ರೈಕೋಡರ್ಮ ಮತ್ತು ಕೊಟ್ಟಿಗೆ ಗೊಬ್ಬರ ಬೆರೆಸಿ. ಮೆಕ್ಕೆಜೋಳ ಅಥವಾ ಜೋಳದ ಜೊತೆ ಬೆಳೆ ಪರಿವರ್ತನೆ (Crop Rotation) ಮಾಡಿ.
ಹತ್ತಿ,ಹಠಾತ್ ಸೊರಗು (Parawilt),ದೈಹಿಕ ವಿಕೋಪ,ಅತಿಯಾದ ಮಳೆಯಾದಾಗ ನೀರನ್ನು ಕೂಡಲೇ ಹೊರಹಾಕಿ. ಚೇತರಿಸಿಕೊಳ್ಳಲು 2% ಯೂರಿಯಾ ಅಥವಾ ಡಿಎಪಿ (DAP) ದ್ರಾವಣವನ್ನು ಎಲೆಗಳ ಮೇಲೆ ಸಿಂಪಡಿಸಿ. ಇದು ಗಿಡ ಮತ್ತೆ ಹಸಿರಾಗಲು ಸಹಾಯ ಮಾಡುತ್ತದೆ.
ಹತ್ತಿ,ಕಾಂಡದ ಮೂತಿ ಹುಳು,ಪೆಂಫೆರುಲಸ್ ಅಫಿನಿಸ್,ಗಿಡದ ಬುಡಕ್ಕೆ ಮಣ್ಣು ಏರಿಸಿ (Earthing up). ಬುಡಕ್ಕೆ ಕ್ಲೋರ್ ಪೈರಿಫಾಸ್ ದ್ರಾವಣ ಸುರಿಯಿರಿ. ಕೊಯ್ಲಿನ ನಂತರ ಹಳೆಯ ಹತ್ತಿ ಕಟ್ಟಿಗೆಗಳನ್ನು ಸುಟ್ಟು ಹಾಕಿ ಹುಳುಗಳನ್ನು ನಾಶಪಡಿಸಿ.
ಹತ್ತಿ,ತಂಬಾಕು ಎಲೆ ಕಡಿಯುವ ಹುಳು,ಸ್ಪೋಡೋಪ್ಟೆರಾ ಲಿಟುರಾ,ಎಲೆಗಳ ಮೇಲಿನ ಮೊಟ್ಟೆಗಳನ್ನು ಕೈಯಿಂದ ನಾಶಪಡಿಸಿ. ಲಿಂಗಾಕರ್ಷಕ ಬಲೆ ಬಳಸಿ. ಸಂಜೆ ಸಮಯದಲ್ಲಿ ವಿಷಪೂರಿತ ಆಹಾರ (ತೌಡು + ಬೆಲ್ಲ + ಕೀಟನಾಶಕ) ಉಂಡೆಗಳನ್ನು ಗಿಡದ ಬುಡಕ್ಕೆ ಇಡಿ.
ಸೌತೆಕಾಯಿ,ಬೂಜು ತುಪ್ಪಳ ರೋಗ (Downy Mildew),ಪ್ಲಾಸ್ಮೋಪಾರಾ ವಿಟಿಕೋಲಾ,ಇದು ಅತ್ಯಂತ ಅಪಾಯಕಾರಿ. ಎಲೆ ಮೇಲೆ ಹಳದಿ ಮಚ್ಚೆ ಇರುತ್ತದೆ. ಮೆಟಾಲಾಕ್ಸಿಲ್ + ಮ್ಯಾಂಕೋಜೆಬ್ (2.5 ಗ್ರಾಂ/ಲೀ) ಅಥವಾ ಸೈಮೋಕ್ಸಾನಿಲ್ ಸಿಂಪಡಿಸಿ. ಎಲೆಗಳ ಮೇಲೆ ನೀರು ಬೀಳದಂತೆ ನೋಡಿಕೊಳ್ಳಿ.
ಸೌತೆಕಾಯಿ,ಬೂದಿ ರೋಗ (Powdery Mildew),ಎರಿಸೈಫಿ ನೆಕೇಟರ್,ಎಲೆ ಮೇಲೆ ಬಿಳಿ ಪುಡಿ ಕಂಡರೆ ಗಂಧಕ (Sulphur) ಅಥವಾ ಕಾರಾಥೇನ್ ಸಿಂಪಡಿಸಿ. ಮನೆ ಮದ್ದಾಗಿ ಅಡುಗೆ ಸೋಡಾ ಮಿಶ್ರಿತ ನೀರು ಅಥವಾ ಹಾಲಿನ ಮಿಶ್ರಣ ಬಳಸಬಹುದು. ರೋಗಗ್ರಸ್ತ ಎಲೆಗಳನ್ನು ತೆಗೆಯಿರಿ.
ಸೌತೆಕಾಯಿ,ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಗ್ರೇಪ್ ವೈನ್ ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಎಲೆ ಮತ್ತು ಹಣ್ಣು ವಿಕಾರವಾಗಿ ಗಂಟುಗಳಾಗುತ್ತವೆ. ಇದಕ್ಕೆ ಮದ್ದಿಲ್ಲ. ಹಳದಿ ಅಂಟು ಬಲೆ ಬಳಸಿ ಜಿಗಿಗಳನ್ನು (Aphids) ಹತೋಟಿ ಮಾಡಿ. ಪೀಡಿತ ಗಿಡಗಳನ್ನು ತಕ್ಷಣ ಕಿತ್ತು ಹೂತುಹಾಕಿ.
ಸೌತೆಕಾಯಿ,ಹಣ್ಣಿನ ನೊಣ (Fruit Fly),ಬ್ಯಾಕ್ಟ್ರೋಸೆರಾ ಪ್ರಭೇದ,ಈ ನೊಣ ಹಣ್ಣಿನ ಒಳಗೆ ತತ್ತಿ ಇಡುತ್ತದೆ. ಎಕರೆಗೆ 4-6 ಲಿಂಗಾಕರ್ಷಕ ಬಲೆಗಳನ್ನು ಇಡಿ. ಬಿದ್ದ ಕೊಳೆತ ಹಣ್ಣುಗಳನ್ನು ಆಳವಾಗಿ ಹೂತುಹಾಕಿ. ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ ನೊಣಗಳನ್ನು ಓಡಿಸಿ.
ಸೌತೆಕಾಯಿ,ಹಣ್ಣು ಕೊಳೆ ರೋಗ (Anthracnose),ಎಲ್ಸಿನೋ ಆಂಪೆಲಿನಾ,ಹಣ್ಣಿನ ಮೇಲೆ ಕೆಂಪು-ಕಂದು ತಗ್ಗು ಮಚ್ಚೆಗಳು ಕಾಣುತ್ತವೆ. ಕಾರ್ಬೆಂಡಾಜಿಮ್‌ನಿಂದ ಬೀಜೋಪಚಾರ ಮಾಡಿ. ಮ್ಯಾಂಕೋಜೆಬ್ ಅಥವಾ ಕ್ಲೋರೋಥಲೋನಿಲ್ ಸಿಂಪಡಿಸಿ. ಬೆಳೆ ಪರಿವರ್ತನೆ ಮಾಡಿ.
ಸೌತೆಕಾಯಿ,ಕೋನ ಎಲೆ ಚುಕ್ಕೆ ರೋಗ,ಸ್ಯೂಡೋಮೋನಾಸ್ ಪ್ರಭೇದ,"ಎಲೆ ಮೇಲೆ ಚೌಕಾಕಾರದ ಮಚ್ಚೆಗಳಾಗುತ್ತವೆ. ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಅಥವಾ ಸ್ಟ್ರೆಪ್ಟೋಸೈಕ್ಲಿನ್ ಸಿಂಪಡಿಸಿ. ಗಿಡಗಳು ಒದ್ದೆಯಾಗಿದ್ದಾಗ ಹೊಲದಲ್ಲಿ ಕೆಲಸ ಮಾಡಬೇಡಿ, ರೋಗ ಹರಡಬಹುದು."
ಸೌತೆಕಾಯಿ,ಫ್ಯುಸೇರಿಯಂ ಸೊರಗು,ಫ್ಯುಸೇರಿಯಂ ಆಕ್ಸಿಸ್ಪೋರಮ್,ಗಿಡ ತುದಿಯಿಂದ ಹಳದಿಯಾಗಿ ಬಾಡುತ್ತದೆ. ರೋಗ ನಿರೋಧಕ ಬೀಜ ಬಳಸಿ. ಮಣ್ಣಿಗೆ ಟ್ರೈಕೋಡರ್ಮ ಬೆರೆಸಿ. ಮೆಕ್ಕೆಜೋಳ ಅಥವಾ ಪಾಲಕ್ ಜೊತೆ ಬೆಳೆ ಪರಿವರ್ತನೆ ಮಾಡಿ.
ಸೌತೆಕಾಯಿ,ಅಂಟು ಕಾಂಡದ ರೋಗ,ಫೋಮಾಪ್ಸಿಸ್ ವಿಟಿಕೋಲಾ,ಕಾಂಡ ಕಂದು ಬಣ್ಣಕ್ಕೆ ತಿರುಗಿ ಅಂಟು ಒಸರುತ್ತದೆ. ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಬಳ್ಳಿಗಳ ನಡುವೆ ಗಾಳಿಯಾಡುವಂತೆ ಮಾಡಿ. ಬುಡಕ್ಕೆ ನೀರು ತಾಕದಂತೆ ನೋಡಿಕೊಳ್ಳಿ.
ಸೌತೆಕಾಯಿ,ಬೇರು ಗಂಟು ರೋಗ (Nematode),ಮೆಲೋಯಿಡೋಗೈನೆ ಪ್ರಭೇದ,ಬೇರುಗಳಲ್ಲಿ ಗಂಟುಗಳಾಗಿ ಗಿಡ ಕುಂಠಿತವಾಗುತ್ತದೆ. ಮಣ್ಣಿಗೆ ಬೇವಿನ ಹಿಂಡಿ ಹಾಕಿ. ಸಾಲುಗಳ ನಡುವೆ ಚೆಂಡು ಹೂವು ಬೆಳೆಸಿ. ಬೇಸಿಗೆಯಲ್ಲಿ ಮಣ್ಣಿನ ಸೌರ ತಾಪೀಕರಣ (Solarization) ಮಾಡಿ.
ಸೌತೆಕಾಯಿ,ಕೆಂಪು ಕುಂಬಳ ದುಂಬಿ,ಆಲಾಕೋಫೋರಾ ಫೋವಿಕೋಲಿಸ್,ಬೆಳಿಗ್ಗೆ ದುಂಬಿಗಳನ್ನು ಕೈಯಿಂದ ಹಿಡಿದು ಕೊಲ್ಲಿ. ಎಲೆಗಳ ಮೇಲೆ ಕಟ್ಟಿಗೆ ಬೂದಿ ಸಿಂಪಡಿಸಿ. ಹೆಚ್ಚಾದರೆ ಕ್ಲೋರ್ ಪೈರಿಫಾಸ್ ಅಥವಾ ಮೆಲಾಥಿಯಾನ್ ಸಿಂಪಡಿಸಿ.
ಸೌತೆಕಾಯಿ,ನುಸಿ ಕೀಟ (Thrips),ರಿಪಿಫೋರೋಥ್ರಿಪ್ಸ್ ಕ್ರುಯೆಂಟಾಟಸ್,ಎಲೆಗಳು ಬೆಳ್ಳಗೆ ಅಥವಾ ಕಂಚಿನ ಬಣ್ಣಕ್ಕೆ ತಿರುಗುತ್ತವೆ. ನೀಲಿ ಅಂಟು ಬಲೆಗಳನ್ನು ಬಳಸಿ. ಜನಸಂಖ್ಯೆ ಹೆಚ್ಚಿದ್ದರೆ ಫಿಪ್ರೊನಿಲ್ ಅಥವಾ ಸ್ಪಿನೋಸ್ಯಾಡ್ ಸಿಂಪಡಿಸಿ.
ಸೌತೆಕಾಯಿ,ಜಿಗಿ ಮತ್ತು ಅಫಿಡ್ಸ್,ಅಮ್ರಾಸ್ಕಾ / ಅಫಿಸ್,"ಬೇವಿನ ಎಣ್ಣೆ ಅಥವಾ ಸಾಬೂನು ನೀರು ಸಿಂಪಡಿಸಿ. ಲೇಡಿಬಗ್ ದುಂಬಿಗಳು ಇವುಗಳನ್ನು ತಿನ್ನುತ್ತವೆ, ಆದ್ದರಿಂದ ಅವುಗಳನ್ನು ಕೊಲ್ಲಬೇಡಿ. ಅನಿವಾರ್ಯವಾದರೆ ಇಮಿಡಾಕ್ಲೋಪ್ರಿಡ್ ಬಳಸಿ."
ಸೌತೆಕಾಯಿ,ಎಲೆ ಸುರಳಿ ಕೀಟ (Leaf Miner),ಫೈಲೋಕ್ನಿಸ್ಟಿಸ್ ಪ್ರಭೇದ,ಎಲೆಯ ಮೇಲೆ ಹಾವಿನಂತಹ ಬಿಳಿ ಗೆರೆಗಳು ಕಾಣುತ್ತವೆ. ಪೀಡಿತ ಎಲೆಗಳನ್ನು ತೆಗೆದುಹಾಕಿ. ಬೇವಿನ ಕಷಾಯ (NSKE 5%) ಸಿಂಪಡಿಸಿ ನೊಣಗಳನ್ನು ತಡೆಯಿರಿ.
ದ್ರಾಕ್ಷಿ,ಡೌನಿ ಮಿಲ್ಡ್ಯೂ (Downy Mildew),ಪ್ಲಾಸ್ಮೋಪಾರಾ ವಿಟಿಕೋಲಾ,ಎಲೆ ಮೇಲೆ ಹಳದಿ ಎಣ್ಣೆ ಮಚ್ಚೆ ಕಾಣುತ್ತದೆ. ಬೋರ್ಡೋ ಮಿಶ್ರಣ (1%) ಅಥವಾ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ. ಗಾಳಿಯಾಡುವಂತೆ ಗಿಡಗಳನ್ನು ಸವಿಯಿರಿ (Pruning).
ದ್ರಾಕ್ಷಿ,ಬೂದಿ ರೋಗ (Powdery Mildew),ಅನ್ಸಿನುಲಾ ನೆಕೇಟರ್,ಹಣ್ಣು ಮತ್ತು ಎಲೆಯ ಮೇಲೆ ಬಿಳಿ ಬೂದಿ ಇರುತ್ತದೆ. ಗಂಧಕದ ಪುಡಿ ಧೂಳೀಕರಿಸಿ ಅಥವಾ ನೀರಿನಲ್ಲಿ ಕರಗುವ ಗಂಧಕ ಸಿಂಪಡಿಸಿ. ಗಿಡದ ಮಧ್ಯಭಾಗಕ್ಕೆ ಬಿಸಿಲು ಬೀಳುವಂತೆ ನೋಡಿ.
ದ್ರಾಕ್ಷಿ,ಪಕ್ಷಿ ಕಣ್ಣು ರೋಗ (Anthracnose),ಎಲ್ಸಿನೋ ಆಂಪೆಲಿನಾ,ಹಣ್ಣಿನ ಮೇಲೆ ಪಕ್ಷಿಯ ಕಣ್ಣಿನಂತಹ ಮಚ್ಚೆ ಇರುತ್ತದೆ. ಪೀಡಿತ ರೆಂಬೆಗಳನ್ನು ಸುಟ್ಟು ಹಾಕಿ. ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಅಥವಾ ಥಿಯೋಫನೇಟ್ ಮಿಥೈಲ್ ಸಿಂಪಡಿಸಿ.
ದ್ರಾಕ್ಷಿ,ಹಿಟ್ಟು ತಿಗಣೆ (Mealybug),ಮ್ಯಾಕೊನೆಲ್ಲಿಕಾಕಸ್ ಹಿರ್ಸುಟಸ್,ಹಣ್ಣುಗಳು ಜಿಗುಟಾಗುತ್ತವೆ. ಇರುವೆಗಳನ್ನು ಮೊದಲು ಹತೋಟಿ ಮಾಡಿ. ಕಾಂಡಕ್ಕೆ ಅಂಟು ಪಟ್ಟಿ ಹಚ್ಚಿ. ಬುಪ್ರೊಫೆಜಿನ್ ಅಥವಾ ಮೆಥೋಮಿಲ್ ಸಿಂಪಡಿಸಿ.
ದ್ರಾಕ್ಷಿ,ನುಸಿ ಕೀಟ (Thrips),ಸಿರ್ಟೋಥ್ರಿಪ್ಸ್ ಡಾರ್ಸಾಲಿಸ್,ಹಣ್ಣಿನ ಮೇಲೆ ಗಾಯದ ಗುರುತುಗಳಾಗಿ ಮಾರುಕಟ್ಟೆ ಬೆಲೆ ಕಡಿಮೆಯಾಗುತ್ತದೆ. ಫಿಪ್ರೊನಿಲ್ ಅಥವಾ ಸ್ಪಿನೋಸ್ಯಾಡ್ ಸಿಂಪಡಿಸಿ. ಹೊಲದಲ್ಲಿ ಕಳೆ ಬೆಳೆಯಲು ಬಿಡಬೇಡಿ.
ದ್ರಾಕ್ಷಿ,ಚಿಗಟ ದುಂಬಿ (Flea Beetle),ಸೆಲೋಡಾಂಟಾ ಸ್ಟ್ರಿಗಿಕೋಲಿಸ್,"ಇದು ಚಿಗುರು ಕಡಿಯುತ್ತದೆ. ಸವರುವಿಕೆ (Pruning) ನಂತರ ಕೂಡಲೇ ಕ್ವಿನಾಲ್ ಫಾಸ್ ಸಿಂಪಡಿಸಿ. ಮರದ ತೊಗಟೆಯೊಳಗೆ ಇವು ಅಡಗಿರುತ್ತವೆ, ಅದನ್ನು ಸ್ವಚ್ಛ ಮಾಡಿ."
ದ್ರಾಕ್ಷಿ,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಎಲೆ ಚುಕ್ಕೆ,ಜಾಂಥೋಮೋನಾಸ್ ಕ್ಯಾಂಪೆಸ್ಟ್ರಿಸ್,ಮಳೆಯ ನಂತರ ಮಚ್ಚೆಗಳು ಜಾಸ್ತಿಯಾಗುತ್ತವೆ. ಸ್ಟ್ರೆಪ್ಟೋಸೈಕ್ಲಿನ್ (0.5 ಗ್ರಾಂ/ಲೀ) ಮತ್ತು ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಮಿಶ್ರಣ ಮಾಡಿ ಸಿಂಪಡಿಸಿ. ಒದ್ದೆಯಿದ್ದಾಗ ಕೆಲಸ ಬೇಡ.
ದ್ರಾಕ್ಷಿ,ಕಾಂಡ ಕೊರಕ (Stem Borer),ಸೆಲೋಸ್ಟರ್ನಾ ಸ್ಕ್ಯಾಬ್ರೇಟರ್,"ಕಾಂಡದ ಮೇಲೆ ರಂಧ್ರ ಮತ್ತು ಪುಡಿ ಕಂಡರೆ, ತಂತಿಯಿಂದ ರಂಧ್ರ ಸ್ವಚ್ಛಗೊಳಿಸಿ ಪೆಟ್ರೋಲ್ ಹಾಕಿದ ಹತ್ತಿ ಇಟ್ಟು ಜೇಡಿಮಣ್ಣಿನಿಂದ ರಂಧ್ರವನ್ನು ಮುಚ್ಚಿ."
ದ್ರಾಕ್ಷಿ,ಜೇಡ ನುಸಿ (Mites),ಟೆಟ್ರಾನಿಕಸ್ ಪ್ರಭೇದ,ಎಲೆ ಕೆಂಪು-ಕಂದಾಗುತ್ತದೆ. ಬಿಸಿ ವಾತಾವರಣದಲ್ಲಿ ಡೈಕೋಫಾಲ್ ಅಥವಾ ನೀರಿನಲ್ಲಿ ಕರಗುವ ಗಂಧಕ ಸಿಂಪಡಿಸಿ. ಸರಿಯಾದ ಸಮಯದಲ್ಲಿ ನೀರು ಹಾಯಿಸಿ.
ದ್ರಾಕ್ಷಿ,ಹಣ್ಣು ಒಡೆಯುವುದು (Berry Cracking),ದೈಹಿಕ ವಿಕೋಪ,ತೇವಾಂಶದ ಏರುಪೇರಿನಿಂದ ಆಗುತ್ತದೆ. ಕ್ಯಾಲ್ಸಿಯಂ ಮತ್ತು ಬೋರಾನ್ ಸಿಂಪಡಿಸಿ. ಮಣ್ಣಿನ ತೇವಾಂಶ ಒಂದೇ ಸಮನಾಗಿರುವಂತೆ ನೋಡಿಕೊಳ್ಳಿ.
ದ್ರಾಕ್ಷಿ,ಡೆಡ್ ಆರ್ಮ್ (Dead Arm),ಫೋಮಾಪ್ಸಿಸ್ ವಿಟಿಕೋಲಾ,ರೆಂಬೆಗಳು ಸುಲಭವಾಗಿ ಮುರಿಯುತ್ತವೆ. ಒಣಗಿದ ಭಾಗಗಳನ್ನು ಸವರುವ ಸಮಯದಲ್ಲಿ ತೆಗೆದು ಸುಡಿ. ಚಿಗುರು ಬರುವಾಗ ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ.
ಮೆಕ್ಕೆಜೋಳ,ಸೈನ್ಯದ ಹುಳು (Fall Armyworm),ಸ್ಪೋಡೋಪ್ಟೆರಾ ಫ್ರುಗಿಪೆರ್ಡಾ,ಸುಳಿಯೊಳಗೆ ಹುಳು ಇರುತ್ತದೆ. ಎಮಾಮೆಕ್ಟಿನ್ ಬೆಂಜೋಯೇಟ್ ಅಥವಾ ಸ್ಪಿನೆಟೋರಮ್ ಸಿಂಪಡಿಸಿ. ಸುಳಿಯೊಳಗೆ ಮರಳು ಅಥವಾ ಬೂದಿ ಹಾಕುವುದರಿಂದ ಹುಳು ಉಸಿರುಗಟ್ಟಿ ಸಾಯುತ್ತದೆ.
ಮೆಕ್ಕೆಜೋಳ,ಕಾಂಡ ಕೊರಕ (Stem Borer),ಕೈಲೋ ಪಾರ್ಟೆಲಸ್,ಎಲೆ ಮೇಲೆ ರಂಧ್ರದ ಸಾಲುಗಳಿರುತ್ತವೆ. ಸುಳಿಯೊಳಗೆ ಕಾರ್ಬೋಫ್ಯೂರಾನ್ ಹರಳುಗಳನ್ನು ಹಾಕಿ. ಕೊಯ್ಲಿನ ನಂತರ ಹಳೆಯ ಕಾಂಡಗಳನ್ನು ಹೊಲದಿಂದ ತೆಗೆದು ನಾಶಪಡಿಸಿ.
ಮೆಕ್ಕೆಜೋಳ,ಎಲೆ ಕಮರು ರೋಗ (Blight),ಎಕ್ಸೆರೋಹಿಲಮ್ ಟರ್ಸಿಕಮ್,ಎಲೆ ಮೇಲೆ ದೋಣಿ ಆಕಾರದ ಕಂದು ಮಚ್ಚೆಗಳಿರುತ್ತವೆ. ಮ್ಯಾಂಕೋಜೆಬ್ (2.5 ಗ್ರಾಂ/ಲೀ) ಅಥವಾ ಪ್ರೊಪಿಕೋನಾಜೋಲ್ ಸಿಂಪಡಿಸಿ. ರೋಗ ನಿರೋಧಕ ತಳಿ ಬೆಳೆಯಿರಿ.
ಮೆಕ್ಕೆಜೋಳ,ತುಕ್ಕು ರೋಗ (Rust),ಪಕ್ಸಿನಿಯಾ ಸೋರ್ಗಿ,ಎಲೆ ಮೇಲೆ ಕಬ್ಬಿಣದ ತುಕ್ಕಿನಂತಹ ಕಂದು ಪುಡಿ ಕಾಣುತ್ತದೆ. ಮ್ಯಾಂಕೋಜೆಬ್ ಅಥವಾ ನೀರಿನಲ್ಲಿ ಕರಗುವ ಗಂಧಕ ಸಿಂಪಡಿಸಿ. ಇದು ಹರಡುವುದನ್ನು ತಡೆಯುತ್ತದೆ.
ಮೆಕ್ಕೆಜೋಳ,ಡೌನಿ ಮಿಲ್ಡ್ಯೂ (Downy Mildew),ಪೆರೋನೋಸ್ಕ್ಲೆರೋಸ್ಪೋರಾ ಸೋರ್ಗಿ,ಎಲೆ ಮೇಲೆ ಬಿಳಿ ಗೆರೆಗಳಿರುತ್ತವೆ. ಮೆಟಾಲಾಕ್ಸಿಲ್‌ನಿಂದ ಬೀಜೋಪಚಾರ ಮಾಡಿ. ರೋಗ ಪೀಡಿತ ಗಿಡಗಳನ್ನು ತಕ್ಷಣ ಕಿತ್ತು ಹೂತುಹಾಕಿ. ಬೆಳೆ ಪರಿವರ್ತನೆ ಮಾಡಿ.
ಮೆಕ್ಕೆಜೋಳ,ಇದ್ದಿಲು ಕೊಳೆ ರೋಗ (Charcoal Rot),ಮ್ಯಾಕ್ರೋಫೋಮಿನಾ ಫ್ಯಾಸಿಯೋಲಿನಾ,ಕಾಂಡ ಒಳಗಿನಿಂದ ಕಪ್ಪಾಗಿ ಒಣಗುತ್ತದೆ. ಬಿಸಿಲಿನಲ್ಲಿ ಮಣ್ಣು ಒಣಗಿ ಬಿರುಕು ಬಿಡದಂತೆ ನೀರು ಹಾಯಿಸಿ. ಮಣ್ಣಿಗೆ ಟ್ರೈಕೋಡರ್ಮ ಬೆರೆಸಿ.
ಮೆಕ್ಕೆಜೋಳ,ಚಿಗುರು ನೊಣ (Shoot Fly),ಅಥೆರಿಗೋನಾ ಸೊಕ್ಕಾಟಾ,ಎಳೆ ಸಸಿಗಳ ಸುಳಿ ಒಣಗುತ್ತದೆ. ಇಮಿಡಾಕ್ಲೋಪ್ರಿಡ್‌ನಿಂದ ಬೀಜೋಪಚಾರ ಮಾಡಿ. ಹೆಚ್ಚುವರಿ ಬೀಜ ಬಿತ್ತಿ ನಂತರ ಪೀಡಿತ ಸಸಿಗಳನ್ನು ಕಿತ್ತುಹಾಕಿ. ತಡವಾಗಿ ಬಿತ್ತನೆ ಬೇಡ.
ಮೆಕ್ಕೆಜೋಳ,ಗೆದ್ದಲು (Termites),ಒಡಾಂಟೋಟರ್ಮಿಸ್ ಪ್ರಭೇದ,ಬೇರುಗಳನ್ನು ತಿನ್ನುತ್ತವೆ. ಮಣ್ಣಿಗೆ ಕ್ಲೋರ್ ಪೈರಿಫಾಸ್ ಅಥವಾ ಫಿಪ್ರೊನಿಲ್ ಪುಡಿ ಸೇರಿಸಿ. ಹಸಿ ಸಗಣಿ ಗೊಬ್ಬರವನ್ನು ನೇರವಾಗಿ ಬಳಸಬೇಡಿ.
