Vegetable Common Name ,Disease Name (Type),Scientific name,Treatment Methods
ಕೂವೆ ಗೆಡ್ಡೆ,ರೈಜೋಮ್ ಕೊಳೆತ / ಪೈಥಿಯಂ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಪೈಥಿಯಂ ಅಫನಿಡರ್ಮಟಮ್ (Pythium aphanidermatum),ಗೆಡ್ಡೆಯ ಮೇಲೆ ನೀರು ಹೀರಿದ ಮಚ್ಚೆ ಬಂದು ಕಂದಾಗಿ ಕೊಳೆಯುತ್ತದೆ. ಅತಿಯಾಗಿ ನೀರು ಕೊಡಬೇಡಿ. ನೀರು ನಿಂತರೆ ಬಸಿಗಾಲುವೆ ಮಾಡಿ. ಬಿತ್ತನೆಗೆ ಮುನ್ನ ಗೆಡ್ಡೆಯನ್ನು ಟ್ರೈಕೋಡರ್ಮ ದ್ರಾವಣದಲ್ಲಿ ಉಪಚರಿಸಿ. ಬೆಳೆ ಪರಿವರ್ತನೆ (ಸರದಿ) ಮಾಡಿ.
ಕೂವೆ ಗೆಡ್ಡೆ,ಒಣ ಕೊಳೆತ / ಫ್ಯುಸಾರಿಯಂ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಫ್ಯುಸಾರಿಯಂ ಆಕ್ಸಿಸ್ಪೋರಮ್ (Fusarium oxysporum),"ಗೆಡ್ಡೆಯ ಒಳಭಾಗ ಒಣಗಿ ಪುಡಿಯಾಗುತ್ತದೆ, ಸಿಪ್ಪೆ ಸುಕ್ಕಾಗುತ್ತದೆ. ಕೊಯ್ಲಿನ ನಂತರ ಗೆಡ್ಡೆಗಳನ್ನು ನೆರಳಿನಲ್ಲಿ ಗಾಳಿಯಾಡುವ ಜಾಗದಲ್ಲಿ ಒಣಗಿಸಿ (ಕ್ಯೂರಿಂಗ್). ಗಾಯವಾಗದಂತೆ ನೋಡಿ. ಬಿಳಿ ಅಥವಾ ಗುಲಾಬಿ ಬೂಷ್ಟು ಕಂಡರೆ ತಕ್ಷಣ ಆ ಗೆಡ್ಡೆ ತೆಗೆಯಿರಿ."
ಕೂವೆ ಗೆಡ್ಡೆ,ಎಲೆ ಮತ್ತು ಕವಚ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ರೈಜೋಕ್ಟೋನಿಯಾ ಸೊಲಾನಿ (Rhizoctonia solani),ಎಲೆ ಮತ್ತು ಗೆಡ್ಡೆಯ ಮೇಲ್ಭಾಗದಲ್ಲಿ ಕಂದು ಕಜ್ಜಿ ಬರುತ್ತದೆ. ಬಿಸಿ ಮತ್ತು ತೇವಾಂಶವಿದ್ದರೆ ರೋಗ ಬೇಗ ಹರಡುತ್ತದೆ. ಕೆಳಗಿನ ಎಲೆ ತೆಗೆಯಿರಿ ಮತ್ತು ಕಳೆ ಕೀಳಿ. ಕಾಂಡದ ಸುತ್ತ ಹೆಚ್ಚು ಮಣ್ಣು ಏರಿಸಬೇಡಿ. ರೋಗ ಹೆಚ್ಚಿದ್ದರೆ ಬೇಗನೆ ಕೊಯ್ಲು ಮಾಡಿ.
ಕೂವೆ ಗೆಡ್ಡೆ,ನುಸಿ ಬಾಧೆ / ನೆಮಟೋಡ್  (ಪರಾವಲಂಬಿ ಜೀವಿ),ರಾಡೋಫೋಲಸ್ ಸಿಮಿಲಿಸ್ (Radopholus similis),ಸಣ್ಣ ಹುಳುಗಳು ಗೆಡ್ಡೆಯೊಳಗೆ ಸುರಂಗ ಮಾಡಿ ಕಪ್ಪಾಗಿಸುತ್ತವೆ. ಬಿತ್ತನೆಗೆ ಮುನ್ನ ಗೆಡ್ಡೆಯನ್ನು 50 ಡಿಗ್ರಿ ಬಿಸಿ ನೀರಿನಲ್ಲಿ 20-30 ನಿಮಿಷ ಅದ್ದಿ. ಮಣ್ಣಿಗೆ ಸಾವಯವ ಗೊಬ್ಬರ ಅಥವಾ ಬೇವಿನ ಹಿಂಡಿ ಹಾಕಿ. ಬಾಳೆ ಅಥವಾ ಶುಂಠಿ ಬೆಳೆದ ಜಾಗದಲ್ಲಿ ಇದನ್ನು ಬೆಳೆಯಬೇಡಿ.
ಬೂದು ಕುಂಬಳಕಾಯಿ,ಹಣ್ಣು ನೊಣ  (ಕೀಟ ಬಾಧೆ),ಬ್ಯಾಕ್ಟ್ರೋಸೆರಾ ಡಾರ್ಸಾಲಿಸ್ (Bactrocera dorsalis),"ನೊಣ ಎಳೆ ಕಾಯಿಗೆ ಚುಚ್ಚಿ ಮೊಟ್ಟೆ ಇಡುತ್ತದೆ, ಹುಳು ಒಳಗೆ ತಿನ್ನುತ್ತದೆ. ಕಾಯಿ ಬೆರಳು ಗಾತ್ರದಲ್ಲಿದ್ದಾಗ ಕಾಗದ ಅಥವಾ ಬಟ್ಟೆಯ ಚೀಲ ಹಾಕಿ. ಮೀಥೈಲ್ ಯುಜಿನಾಲ್ ಬಲೆ ಬಳಸಿ. ಬಿದ್ದ ಮತ್ತು ಕೊಳೆತ ಕಾಯಿಗಳನ್ನು ಆಳವಾಗಿ ಹೂತುಹಾಕಿ."
ಬೂದು ಕುಂಬಳಕಾಯಿ,ಹಣ್ಣು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಫೈಟೋಫthora (Phytophthora),"ಕಾಯಿ ಒದ್ದೆ ಮಣ್ಣಿಗೆ ತಾಗುವ ಕಡೆ ಮೆತ್ತಗಾಗಿ ಬಿಳಿ ಬೂಷ್ಟು ಬರುತ್ತದೆ. ಕಾಯಿಯ ಅಡಿಯಲ್ಲಿ ಮರದ ತುಂಡು, ಕಲ್ಲು ಅಥವಾ ಹುಲ್ಲು ಹಾಕಿ. ಮಣ್ಣಿನಲ್ಲಿ ನೀರು ನಿಲ್ಲದಂತೆ ಮಾಡಿ. ಸಂಜೆ ವೇಳೆ ನೀರು ಕೊಡಬೇಡಿ. ರೋಗ ಕಂಡರೆ ತಕ್ಷಣ ಕಾಯಿ ಕೊಯ್ಲು ಮಾಡಿ ಕೊಳೆತ ಭಾಗ ತೆಗೆಯಿರಿ."
ಬೂದು ಕುಂಬಳಕಾಯಿ,ಹೂವಿನ ತುದಿ ಕೊಳೆತ  (ಪೋಷಕಾಂಶ ಸಮಸ್ಯೆ),ಕ್ಯಾಲ್ಸಿಯಂ ಕೊರತೆ (Calcium deficiency),ಎಳೆ ಕಾಯಿಯ ಹೂವಿನ ತುದಿ ಕಪ್ಪಾಗಿ ಒಣಗಿ ಕಾಯಿ ಉದುರುತ್ತದೆ. ಪರಾಗಸ್ಪರ್ಶದ ಕೊರತೆ ಅಥವಾ ಕ್ಯಾಲ್ಸಿಯಂ ಕೊರತೆಯಿಂದ ಹೀಗಾಗುತ್ತದೆ. ಬೆಳಿಗ್ಗೆ ವೇಳೆ ಕೈಯಿಂದ ಪರಾಗಸ್ಪರ್ಶ ಮಾಡಿ. ಮಣ್ಣಿನಲ್ಲಿ ತೇವಾಂಶ ಕಾಪಾಡಿ. ಮಣ್ಣಿಗೆ ಸುಣ್ಣ ಅಥವಾ ಮೊಟ್ಟೆ ಚಿಪ್ಪು ಪುಡಿ ಹಾಕಿ.
ಬೂದು ಕುಂಬಳಕಾಯಿ,ಮೊಸೈಕ್ ವೈರಸ್  (ವೈರಸ್ ರೋಗ),ಪಪ್ಪಾಯ ರಿಂಗ್‌ಸ್ಪಾಟ್ ವೈರಸ್ (Papaya ringspot virus),ಕಾಯಿ ಸಣ್ಣದಾಗಿ ವಿರೂಪಗೊಂಡು ಗಂಟು ಗಂಟಾಗುತ್ತದೆ. ರೋಗ ಬಂದ ಗಿಡ ಕಿತ್ತು ಸುಟ್ಟುಹಾಕಿ. ಹಳದಿ ಅಂಟು ಬಲೆ ಬಳಸಿ ಜಿಗಿಹೇನು (Aphids) ನಿಯಂತ್ರಿಸಿ. ಕತ್ತರಿಯನ್ನು ಆಲ್ಕೋಹಾಲ್ ನಿಂದ ಸ್ವಚ್ಛಗೊಳಿಸಿ.
ಬೂದು ಕುಂಬಳಕಾಯಿ,ಡೌನಿ ಮಿಲ್ಡ್ಯೂ / ತುಪ್ಪದ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಸ್ಯೂಡೋಪೆರೋನೊಸ್ಪೊರಾ ಕ್ಯೂಬೆನ್ಸಿಸ್ (Pseudoperonospora cubensis),ಎಲೆ ಮೇಲೆ ಹಳದಿ ಚುಕ್ಕೆ ಮತ್ತು ಅಡಿಯಲ್ಲಿ ಬೂದು ಬೂಷ್ಟು ಬರುತ್ತದೆ. ಬಳ್ಳಿಯನ್ನು ಚಪ್ಪರದ ಮೇಲೆ ಹಬ್ಬಿಸಿ. ಗಾಳಿ ಆಡಲು ಎಲೆ ತೆಗೆಯಿರಿ. ಸ್ಯೂಡೋಮೋನಾಸ್ ಸಿಂಪಡಿಸಿ.
ಬೂದು ಕುಂಬಳಕಾಯಿ,ಬೂದಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಎರಿಸೈಫಿ ಸಿಚೊರಸಿಯಾರಮ್ (Erysiphe cichoracearum),ಎಲೆ ಮತ್ತು ಕಾಂಡದ ಮೇಲೆ ಬಿಳಿ ಪುಡಿ ಬರುತ್ತದೆ. ಕಾಯಿ ಸಣ್ಣದಾಗುತ್ತದೆ. ಕರಗುವ ಗಂಧಕ ಅಥವಾ ಕ್ಯಾರಥೇನ್ ಸಿಂಪಡಿಸಿ. ಕಳೆ ತೆಗೆಯಿರಿ. ಬಳ್ಳಿಗಳು ಹೆಚ್ಚು ಒತ್ತಾಗಿರಬಾರದು.
ಬೂದು ಕುಂಬಳಕಾಯಿ,ಕೆಂಪು ಕುಂಬಳ ದುಂಬಿ  (ಕೀಟ ಬಾಧೆ),ಆಫಿಡ್ರಕ್ನಾ ಫೋವಿಯೊಕೊಲ್ಲಿಸ್ (Aulacophora foveicollis),ಕಿತ್ತಳೆ ಬಣ್ಣದ ದುಂಬಿ ಹೂವು ಮತ್ತು ಕಾಯಿಯನ್ನು ತಿನ್ನುತ್ತದೆ. ಬೆಳಿಗ್ಗೆ ವೇಳೆ ದುಂಬಿ ಹಿಡಿದು ನಾಶಪಡಿಸಿ. ಗಿಡದ ಮೇಲೆ ಬೂದಿ ಧೂಳಿಸಿ. ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ.
ಬೂದು ಕುಂಬಳಕಾಯಿ,ಅಂಟು ರೋಗ / ಕಪ್ಪು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಡಿಡಿಮೆಲ್ಲಾ ಬ್ರಿಯೊನಿಯೆ (Didymella bryoniae),ಕಾಂಡದಿಂದ ಅಂಟು ಬರುತ್ತದೆ ಮತ್ತು ಕಾಯಿ ಕಪ್ಪಾಗಿ ಕೊಳೆಯುತ್ತದೆ. ಬೆಳೆ ಪರಿವರ್ತನೆ ಮಾಡಿ. ಬೀಜೋಪಚಾರ ಮಾಡಿದ ಬೀಜ ಬಳಸಿ. ರೋಗ ಕಂಡರೆ ಕ್ಲೋರೋಥಲೋನಿಲ್ ಸಿಂಪಡಿಸಿ.
ಬೂದು ಕುಂಬಳಕಾಯಿ,ಬ್ಲಾಸಮ್ ಎಂಡ್ ರಾಟ್  (ಕ್ಯಾಲ್ಸಿಯಂ ಕೊರತೆ),ಕ್ಯಾಲ್ಸಿಯಂ ಕೊರತೆ (Blossom end rot),"ಕಾಯಿಯ ತಳಭಾಗ ಕಪ್ಪಾಗಿ ಒಣಗುತ್ತದೆ. ಇದು ರೋಗವಲ್ಲ, ನೀರಿನ ಏರುಪೇರಿನಿಂದ ಕ್ಯಾಲ್ಸಿಯಂ ಸಿಗದೆ ಆಗುತ್ತದೆ. ನಿಯಮಿತವಾಗಿ ನೀರು ಕೊಡಿ. ಮಲ್ಚಿಂಗ್ ಮಾಡಿ. ಬಿತ್ತನೆಗೆ ಮುನ್ನ ಮಣ್ಣಿಗೆ ಜಿಪ್ಸಮ್ ಅಥವಾ ಸುಣ್ಣ ಹಾಕಿ."
ಅತ್ತಿಕಾಯಿ,ಹಣ್ಣು ನೊಣ  (ಕೀಟ ಬಾಧೆ),ಬ್ಯಾಕ್ಟ್ರೋಸೆರಾ ಕುಕುರ್ಬಿಟೆ (Bactrocera cucurbitae),"ಕಾಡು ಅತ್ತಿಕಾಯಿಗಳಲ್ಲಿ ಸಣ್ಣ ನೊಣಗಳು ಇರುತ್ತವೆ. ಅಡುಗೆಗೆ ಬಳಸುವುದಾದರೆ ಕಾಯಿ ಎಳೆಯದಿದ್ದಾಗಲೇ (ಹಸಿರು) ಕೊಯ್ಲು ಮಾಡಿ. ಕತ್ತರಿಸಿ ಉಪ್ಪು ಮತ್ತು ಅರಿಶಿನ ನೀರಿನಲ್ಲಿ 30 ನಿಮಿಷ ನೆನೆಸಿ, ಹುಳುಗಳು ಹೊರಬರುತ್ತವೆ. ಮೋಹಕ ಬಲೆ ಬಳಸಿ."
ಅತ್ತಿಕಾಯಿ,ತುಕ್ಕು ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಸೆರೋಟಿಲಿಯಂ ಫಿಸಿ (Cerotelium fici),"ಎಲೆಯ ಅಡಿಯಲ್ಲಿ ಕಂದು ಬಣ್ಣದ ತುಕ್ಕು ಬರುತ್ತದೆ. ಮಳೆಗಾಲದ ನಂತರ ಇದು ಹೆಚ್ಚು. ಬಿದ್ದ ಎಲೆಗಳನ್ನು ಒಟ್ಟುಗೂಡಿಸಿ ಸುಟ್ಟುಹಾಕಿ. ಗಾಳಿ ಆಡಲು ಮರ ಕತ್ತರಿಸಿ. ಇದು ತಾನಾಗಿಯೇ ಕಡಿಮೆಯಾಗುತ್ತದೆ, ಔಷಧ ಬೇಕಿಲ್ಲ."
ಅತ್ತಿಕಾಯಿ,ಹಣ್ಣು ಕೊರಕ ಹುಳು  (ಕೀಟ ಬಾಧೆ),ಬ್ಯಾಟೊಸೆರಾ ರುಫೊಮ್ಯಾಕುಲಾಟಾ (Batocera rufomaculata),ಇದು ಸಾಮಾನ್ಯ ಸಮಸ್ಯೆ. ಹುಳು ಹಣ್ಣಿನ ಒಳಗೆ ರಂಧ್ರ ಮಾಡಿ ತಿನ್ನುತ್ತದೆ ಮತ್ತು ತ್ಯಾಜ್ಯ ತುಂಬಿರುತ್ತದೆ. ಬಿದ್ದ ಮತ್ತು ಹುಳುಕು ಹಣ್ಣುಗಳನ್ನು ನಾಶಪಡಿಸಿ. ಕಾಯಿ ಚಿಕ್ಕದಿದ್ದಾಗ ಬಟ್ಟೆ ಅಥವಾ ಬಲೆ ಚೀಲ ಹಾಕಿ ರಕ್ಷಿಸಿ. ಕಾಯಿ ಕಟ್ಟುವಾಗ ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿದರೆ ಪತಂಗಗಳು ಹತ್ತಿರ ಬರುವುದಿಲ್ಲ.
ಅತ್ತಿಕಾಯಿ,ಆಂಥ್ರಾಕ್ನೋಸ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಕೊಲೆಟೊಟ್ರೈಕಮ್ ಗ್ಲೋಯೋಸ್ಪೊರಿಯಾಯ್ಡ್ಸ್ (Colletotrichum gloeosporioides),"ಹಣ್ಣಿನ ಮೇಲೆ ಕಡು ಬಣ್ಣದ ತಗ್ಗು ಚುಕ್ಕೆ ಬರುತ್ತದೆ, ಮಳೆಯಿದ್ದರೆ ಗುಲಾಬಿ ಬಣ್ಣಕ್ಕೆ ತಿರುಗುತ್ತದೆ. ಬಿಸಿಲು ಬೀಳಲು ಕೊಂಬೆ ಕತ್ತರಿಸಿ. ಹಳೆಯ ಒಣ ಹಣ್ಣುಗಳನ್ನು ಕಿತ್ತು ಹಾಕಿ. ರೋಗ ಹೆಚ್ಚಿದ್ದರೆ ಕಾಪರ್ ಯುಕ್ತ ಶಿಲೀಂಧ್ರನಾಶಕ ಅಥವಾ ಬೋರ್ಡೋ ದ್ರಾವಣ ಸಿಂಪಡಿಸಿ. ಸ್ಪ್ರಿಂಕ್ಲರ್ ನೀರಾವರಿ ಬಳಸಬೇಡಿ."
ಅತ್ತಿಕಾಯಿ,ಹಣ್ಣು ಒಡೆಯುವಿಕೆ / ಹುಳಿ ಕೊಳೆತ  (ಭೌತಿಕ/ಶಿಲೀಂಧ್ರ),ರೈಜೋಪಸ್ ಸ್ಟೋಲೋನಿಫರ್ (Rhizopus stolonifer),ಒಣ ಹವೆ ನಂತರ ಒಮ್ಮೆಲೆ ಹೆಚ್ಚು ನೀರು ಕೊಟ್ಟರೆ ಹಣ್ಣು ಒಡೆಯುತ್ತದೆ. ಒಡೆದ ಭಾಗದಿಂದ ರೋಗಾಣು ಸೇರಿ ಹುಳಿಯಾಗುತ್ತದೆ. ಮಣ್ಣಿನಲ್ಲಿ ತೇವಾಂಶ ಕಾಪಾಡಲು ಮಲ್ಚಿಂಗ್ ಮಾಡಿ. ಒಡೆದ ಹಣ್ಣು ಕೊಳೆಯುವ ಮುನ್ನವೇ ಕೊಯ್ಲು ಮಾಡಿ. ಹುಳಿ ವಾಸನೆ ಬರುವ ಹಣ್ಣುಗಳನ್ನು ದೂರ ಎಸೆಯಿರಿ.
ಅತ್ತಿಕಾಯಿ,ಅಂಜೂರದ ತುಕ್ಕು ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಸೆರೋಟಿಲಿಯಂ ಫಿಸಿ (Cerotelium fici),ಹಣ್ಣಿನ ಸಿಪ್ಪೆಯ ಮೇಲೆ ತುಕ್ಕು ಬಣ್ಣದ ಬೊಕ್ಕೆಗಳು ಬಂದು ಒರಟಾಗುತ್ತದೆ. ಮರದ ಬುಡದಲ್ಲಿ ಬಿದ್ದ ಎಲೆಗಳನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿ. ಕಾಯಿಗೆ ನೀರು ಸಿಡಿಯದಂತೆ ನೋಡಿಕೊಳ್ಳಿ. ಹಣ್ಣುಗಳ ನಡುವೆ ಗಾಳಿ ಆಡಲು ಹೆಚ್ಚು ಕಾಯಿಗಳಿದ್ದರೆ ವಿರಳ ಮಾಡಿ. ಅಗತ್ಯವಿದ್ದರೆ ಗಂಧಕದ ದ್ರಾವಣ ಸಿಂಪಡಿಸಿ.
ಅತ್ತಿಕಾಯಿ,ಬೂದು ಬೂಷ್ಟು / ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಬೊಟ್ರೈಟಿಸ್ ಸಿನೆರಿಯಾ (Botrytis cinerea),ಮಾಗಿದ ಹಣ್ಣು ಕಂದಾಗಿ ಮೆತ್ತಗಾಗುತ್ತದೆ ಮತ್ತು ಬೂದು ಬೂಷ್ಟು ಬರುತ್ತದೆ. ತಂಪಾದ ಮತ್ತು ತೇವಾಂಶವಿದ್ದರೆ ಇದು ಹೆಚ್ಚು. ಹಣ್ಣಾದ ಕೂಡಲೇ ಕೊಯ್ಲು ಮಾಡಿ. ಗಾಳಿ ಆಡಲು ಕೊಂಬೆ ಕತ್ತರಿಸಿ. ಬೂಷ್ಟು ಬಂದ ಹಣ್ಣನ್ನು ಅಲುಗಾಡಿಸದೆ ಮೆಲ್ಲನೆ ಕಿತ್ತು ನಾಶಪಡಿಸಿ.
ಬೆಣ್ಣೆ ಹಣ್ಣು,ಬೇರು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಫೈಟೋಫthora ಸಿನಾಮುಮಿ (Phytophthora cinnamomi),ಎಲೆಗಳು ಹಳದಿಯಾಗಿ ಉದುರುತ್ತವೆ ಮತ್ತು ಕೊಂಬೆಗಳು ಒಣಗುತ್ತವೆ. ಬೇರು ಕಪ್ಪಾಗಿ ಮುರಿಯುತ್ತದೆ. ಮಣ್ಣಿನಲ್ಲಿ ನೀರು ನಿಲ್ಲದಂತೆ ನೋಡಿಕೊಳ್ಳಿ. ಜೇಡಿ ಮಣ್ಣಿದ್ದರೆ ಏರು ಮಡಿ ಮಾಡಿ. ಕಾಂಡಕ್ಕೆ ಬೋರ್ಡೋ ಪೇಸ್ಟ್ ಹಚ್ಚಿ. ಮಣ್ಣಿಗೆ ಸಾವಯವ ಗೊಬ್ಬರ ಕೊಡಿ.
ಬೆಣ್ಣೆ ಹಣ್ಣು,ಆಂಥ್ರಾಕ್ನೋಸ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಕೊಲೆಟೊಟ್ರೈಕಮ್ (Colletotrichum),ಹಣ್ಣಿನ ಸಿಪ್ಪೆಯ ಮೇಲೆ ಕಪ್ಪು ಚುಕ್ಕೆ ಬಂದು ಒಳಗಿನ ತಿರುಳು ಕೊಳೆಯುತ್ತದೆ. ಒಣಗಿದ ಕೊಂಬೆ ಕತ್ತರಿಸಿ. ಹೂವು ಮತ್ತು ಕಾಯಿ ಬಿಡುವಾಗ ಕಾಪರ್ ಶಿಲೀಂಧ್ರನಾಶಕ ಸಿಂಪಡಿಸಿ. ಕೊಯ್ಲು ಮಾಡುವಾಗ ಹಣ್ಣಿಗೆ ಪೆಟ್ಟಾಗದಂತೆ ನೋಡಿಕೊಳ್ಳಿ.
ಬೆಣ್ಣೆ ಹಣ್ಣು,ಸಿಪ್ಪೆ ಕಜ್ಜಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಎಲ್ಸಿನೋ ಫಾಸೆಟ್ಟಿ (Elsinoe fawcettii),ಹಣ್ಣಿನ ಮೇಲೆ ಕಂದು-ನೇರಳೆ ಬಣ್ಣದ ಒರಟು ಚುಕ್ಕೆ ಬರುತ್ತದೆ. ಇದು ಕೇವಲ ಸಿಪ್ಪೆಗೆ ಸೀಮಿತ. ಮೊಗ್ಗು ಬರುವಾಗ ಮತ್ತು ಕಾಯಿ ಸಣ್ಣದಿದ್ದಾಗ ಕಾಪರ್ ಶಿಲೀಂಧ್ರನಾಶಕ ಸಿಂಪಡಿಸಿ. ಗಾಳಿ ಆಡಲು ಮರ ಕತ್ತರಿಸಿ.
ಬೆಣ್ಣೆ ಹಣ್ಣು,ತೊಟ್ಟು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಲಾಜಿಯೋಡಿಪ್ಲೋಡಿಯಾ (Lasiodiplodia),"ಹಣ್ಣು ಮಾಗುವಾಗ ತೊಟ್ಟಿನ ಭಾಗದಿಂದ ಕೊಳೆಯಲು ಶುರುವಾಗುತ್ತದೆ. ಹಣ್ಣನ್ನು ಮುರಿಯಬೇಡಿ, ಸಣ್ಣ ತೊಟ್ಟು ಇರುವಂತೆ ಕತ್ತರಿಸಿ. ತಂಪಾದ ಜಾಗದಲ್ಲಿ ಶೇಖರಿಸಿ. ಮಳೆಯಾಗುವಾಗ ಕೊಯ್ಲು ಮಾಡಬೇಡಿ."
ಬೆಣ್ಣೆ ಹಣ್ಣು,ಸರ್ಕೋಸ್ಪೋರಾ ಚುಕ್ಕೆ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಸರ್ಕೋಸ್ಪೋರಾ (Cercospora),ಹಣ್ಣಿನ ಮೇಲೆ ಹಳದಿ ವರ್ತುಲವಿರುವ ಕಂದು ಚುಕ್ಕೆ ಬರುತ್ತದೆ. ಸಿಪ್ಪೆ ಒಡೆದು ರೋಗ ಒಳಗೆ ಸೇರುತ್ತದೆ. ತೇವಾಂಶ ಕಡಿಮೆ ಮಾಡಲು ಮರ ಕತ್ತರಿಸಿ ಮತ್ತು ಕಾಪರ್ ಸಿಂಪಡಿಸಿ.
ಬೆಣ್ಣೆ ಹಣ್ಣು,ಫೈಟೋಫthora ಹಣ್ಣು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಫೈಟೋಫthora (Phytophthora),ನೆಲಕ್ಕೆ ಹತ್ತಿರವಿರುವ ಹಣ್ಣು ಕಪ್ಪಾಗಿ ಕೊಳೆಯುತ್ತದೆ. ಮಣ್ಣು ಹಣ್ಣಿಗೆ ಸಿಡಿಯದಂತೆ ಮಲ್ಚಿಂಗ್ ಮಾಡಿ. ಕೆಳಗಿನ ಕೊಂಬೆ ಕತ್ತರಿಸಿ. ರೋಗಕ್ಕೆ ತಕ್ಕ ಶಿಲೀಂಧ್ರನಾಶಕ (ಫಾಸ್ಪರಸ್ ಆಸಿಡ್) ಬಳಸಿ.
ಬೆಣ್ಣೆ ಹಣ್ಣು,ಹಣ್ಣು ನೊಣ  (ಕೀಟ ಬಾಧೆ),ಎಥೆರಿಗೋನಾ (Atherigona),ಹುಳು ಹಣ್ಣಿನ ಒಳಗೆ ಸುರಂಗ ಮಾಡಿ ಕೊಳೆಯಿಸುತ್ತದೆ. ಪ್ರೋಟೀನ್ ಬೆರೆಸಿದ ವಿಷದ ಆಹಾರ ಬಳಸಿ ನೊಣ ಕೊಲ್ಲಿ. ಬಲಿತ ಹಣ್ಣು ತಡಮಾಡದೆ ಕೊಯ್ಲು ಮಾಡಿ. ಬಿದ್ದ ಹಣ್ಣು ನಾಶಪಡಿಸಿ.
ಬೆಣ್ಣೆ ಹಣ್ಣು,ಸನ್ ಬ್ಲಾಚ್  (ವೈರಾಯ್ಡ್),ಅವೊಕಾಡೊ ಸನ್ ಬ್ಲಾಚ್ ವೈರಾಯ್ಡ್ (Avocado sunblotch viroid),ಹಣ್ಣಿನ ಮೇಲೆ ಹಳದಿ ಅಥವಾ ಕೆಂಪು ಗೆರೆಗಳು ಬಂದು ವಿರೂಪಗೊಳ್ಳುತ್ತದೆ. ಇದಕ್ಕೆ ಔಷಧವಿಲ್ಲ. ರೋಗಮುಕ್ತ ಸಸಿಗಳನ್ನೇ ಬಳಸಿ. ಮರ ಕತ್ತರಿಸುವ ಕತ್ತರಿಯನ್ನು ಬ್ಲೀಚ್ ನಿಂದ ಸ್ವಚ್ಛಗೊಳಿಸಿ.
ಬೇಬಿ ಕಾರ್ನ್,ಡೌನಿ ಮಿಲ್ಡ್ಯೂ / ಜೋಗಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಸ್ಕ್ಲೆರೋಸ್ಪೋರಾ ಗ್ರಾಮನಿಕೋಲಾ (Sclerospora graminicola),ಗಿಡದ ತುದಿಯಲ್ಲಿ ಗರಿಗಳು ಪೊರಕೆಯಂತೆ ಆಗುತ್ತವೆ. ಎಲೆ ಮೇಲೆ ಹಳದಿ ಪಟ್ಟಿ ಬರುತ್ತದೆ. ತೆನೆ ಬಿಡುವುದಿಲ್ಲ. ರೋಗ ನಿರೋಧಕ ಬೀಜ ಬಳಸಿ. ರೋಗ ಬಂದ ಗಿಡ ಕಿತ್ತು ಸುಟ್ಟುಹಾಕಿ. ಹೊಲದಲ್ಲಿ ನೀರು ನಿಲ್ಲದಂತೆ ಮಾಡಿ.
ಬೇಬಿ ಕಾರ್ನ್,ಕಾಂಡ ಕೊರಕ  (ಕೀಟ ಬಾಧೆ),ಕೈಲೋ ಪಾರ್ಟೆಲಸ್ (Chilo partellus),ಎಲೆಗಳ ಮೇಲೆ ಸಾಲಾಗಿ ರಂಧ್ರಗಳಿರುತ್ತವೆ. ಸುಳಿ ಒಣಗುತ್ತದೆ. 60 ದಿನದ ಬೆಳೆಯಾದ್ದರಿಂದ ರಾಸಾಯನಿಕ ಬೇಡ. ಸುಳಿಗೆ ಮರಳು ಮತ್ತು ಸುಣ್ಣದ ಮಿಶ್ರಣ ಅಥವಾ ಬೂದಿ ಹಾಕಿದರೆ ಹುಳು ಹೊರಬರುತ್ತದೆ.
