Fruit Common Name ,Disease Name (Type),Treatment Methods,Scientific name
ಅಡಿಕೆ,ಹಿಂಗಾರ ಒಣಗುವ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಪರಾಗಸ್ಪರ್ಶ ಅಥವಾ ಪೋಷಕಾಂಶದ ಕೊರತೆಯಿಂದ ಇದು ಆಗುತ್ತದೆ. ಮಳೆಗಾಲದಲ್ಲಿ ನೀರು ಬಸಿದು ಹೋಗುವಂತೆ ಮತ್ತು ಬೇಸಿಗೆಯಲ್ಲಿ ನೀರುಣಿಸುವ ವ್ಯವಸ್ಥೆ ಮಾಡಿ. ಮಣ್ಣಿಗೆ 20 ಗ್ರಾಂ ಬೊರಾಕ್ಸ್ ಕೊಡಿ. ಗೊನೆ ಅರಳುವಾಗ 5 ಲೀಟರ್ ನೀರಿಗೆ 1 ಮಿ.ಲೀ ಪ್ಲಾನೋಫಿಕ್ಸ್ (NAA) ಬೆರೆಸಿ ಸಿಂಪಡಿಸಿ.,ಕೊಲೆಟೊಟ್ರೈಕಮ್ ಗ್ಲಿಯೋಸ್ಪೊರಿಯಾಯ್ಡ್ಸ್
ಅಡಿಕೆ,ಎಳೆಗಾಯಿ ಉದುರುವಿಕೆ / ಪಿಂಚು ಉದುರುವುದು  (ಪೋಷಕಾಂಶ/ಪರಾಗಸ್ಪರ್ಶ),"ಇದು ರೋಗವಲ್ಲ, ಮಣ್ಣಿನಲ್ಲಿ ನೀರಿನ ಏರುಪೇರಾದಾಗ ಆಗುತ್ತದೆ. ಬೇಸಿಗೆಯಲ್ಲಿ ನಿಯಮಿತವಾಗಿ ನೀರು ಕೊಡಿ ಮತ್ತು ಮರದ ಬುಡಕ್ಕೆ ಒಣ ಎಲೆಗಳ ಹೊದಿಕೆ (ಮಲ್ಚ್) ಹಾಕಿ. ಕಾಯಿ ಬೆಳೆಯುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಬೊರಾಕ್ಸ್ ಸಿಂಪಡಿಸಿ. ತೋಟದಲ್ಲಿ ನೀರು ನಿಲ್ಲದಂತೆ ನೋಡಿಕೊಳ್ಳಿ.",ದೈಹಿಕ ಅಸ್ವಸ್ಥತೆ (ಕಳಪೆ ಪರಾಗಸ್ಪರ್ಶ / ಪೋಷಕಾಂಶದ ಕೊರತೆ)
ಅಡಿಕೆ,ಕಾಯಿ ಒಡೆಯುವುದು  (ಭೌತಿಕ ಸಮಸ್ಯೆ),ಈ ಕೀಟ ಎಳೆಗಾಯಿಗಳ ರಸ ಹೀರುವುದರಿಂದ ಕಾಯಿ ಹಳದಿಯಾಗಿ ಉದುರುತ್ತದೆ. ಬಿದ್ದ ಕಾಯಿಯಲ್ಲಿ ಸೂಜಿ ಚುಚ್ಚಿದ ರಂಧ್ರ ಕಾಣುತ್ತದೆ. ಎಳೆ ಗೊನೆಗಳಿಗೆ 1 ಲೀಟರ್ ನೀರಿಗೆ 5 ಮಿ.ಲೀ ಬೇವಿನ ಎಣ್ಣೆ ಅಥವಾ 1.5 ಮಿ.ಲೀ ಡೈಮೆಥೋಯೇಟ್ ಸಿಂಪಡಿಸಿ. ತೋಟದಲ್ಲಿ ಕಳೆ ಇಲ್ಲದಂತೆ ಸ್ವಚ್ಛವಾಗಿಡಿ.,ದೈಹಿಕ ಅಸ್ವಸ್ಥತೆ (ನೀರಿನ ಅಸಮತೋಲನ)
ಅಡಿಕೆ,ಚಾಳಿ ತಿಗಣೆ / ಎಳೆಗಾಯಿ ಉದುರುವುದು  (ಕೀಟ ಬಾಧೆ),ಗೊನೆಯಲ್ಲಿ ಬಲೆ ಮತ್ತು ಹಿಕ್ಕೆಗಳು ಕಾಣುತ್ತವೆ. ಹುಳು ಒಳಗೆ ಸೇರಿ ಒಣಗಿಸುತ್ತದೆ. ಕೈಯಿಂದ ಬಲೆ ಮತ್ತು ಹುಳುಗಳನ್ನು ತೆಗೆದು ಸ್ವಚ್ಛಗೊಳಿಸಿ. ಬಲೆ ಕಂಡ ತಕ್ಷಣ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಮಿ.ಲೀ ಮಲಾಥಿಯಾನ್ ಅಥವಾ 1.5 ಮಿ.ಲೀ ಕ್ವಿನಾಲ್ಫಾಸ್ ಸಿಂಪಡಿಸಿ. ರಾತ್ರಿ ವೇಳೆ ಬೆಳಕಿನ ಬಲೆ ಬಳಸಿ ಪತಂಗಗಳನ್ನು ಹಿಡಿಯಿರಿ.,ಕಾರ್ವಾಲ್ಹೋಯಾ ಅರೆಕೆ (ಸುಳಿ ತಿಗಣೆ)
ಅಡಿಕೆ,ಹಿಂಗಾರ ತಿನ್ನುವ ಹುಳು  (ಕೀಟ ಬಾಧೆ),ಮಧ್ಯಾಹ್ನದ ಬಿಸಿಲು ಬೀಳುವ ಕಡೆ ಕಾಯಿಗಳು ಹಳದಿಯಾಗಿ ಸೀಳುತ್ತವೆ. ಇದು ರೋಗವಲ್ಲ. ಬಿಸಿಲು ಬೀಳುವ ಗೊನೆಗಳಿಗೆ ಅಡಿಕೆ ಹಾಳೆ ಅಥವಾ ಮುಚ್ಚಿಕೆ ಹಾಕಿ. ತೋಟದ ನೈಋತ್ಯ ದಿಕ್ಕಿನಲ್ಲಿ ಎತ್ತರದ ನೆರಳು ಮರಗಳನ್ನು ಬೆಳೆಸಿ ಬಿಸಿಲನ್ನು ತಡೆಯಿರಿ.,ತಿರಾಥಬಾ ಮುಂಡೆಲ್ಲಾ
ಬಾಳೆ,ಸೂರ್ಯನ ಶಾಖ / ಬಿಸಿಲು ಆಘಾತ  (ಭೌತಿಕ ಸಮಸ್ಯೆ),ಕೊಯ್ಲು ಮತ್ತು ಸಾಗಾಣಿಕೆ ವೇಳೆ ಹಣ್ಣಿಗೆ ಪೆಟ್ಟಾಗದಂತೆ ಎಚ್ಚರವಹಿಸಿ. ಒಣಗಿದ ಎಲೆ ಮತ್ತು ಕೊಳೆತ ಹಣ್ಣುಗಳನ್ನು ತೋಟದಿಂದ ತೆಗೆಯಿರಿ. ಕೊಯ್ಲಿನ ನಂತರ ಹಣ್ಣುಗಳನ್ನು 50 ಡಿಗ್ರಿ ಬಿಸಿ ನೀರಿನಲ್ಲಿ ಅಥವಾ 1 ಲೀಟರ್ ನೀರಿಗೆ 1 ಗ್ರಾಂ ಕಾರ್ಬೆಂಡಾಜಿಮ್ ಬೆರೆಸಿದ ದ್ರಾವಣದಲ್ಲಿ 5 ನಿಮಿಷ ಅದ್ದಿ ಇಡಿ.,ಬಿಸಿಲು ಆಘಾತ (ಸನ್ ಸ್ಕಾರ್ಚ್)
ಬಾಳೆ,ಆಂಥ್ರಾಕ್ನೋಸ್ / ಹಣ್ಣು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಕಾಯಿ ಕಟ್ಟಿದ ಕೂಡಲೇ ಹಣ್ಣಿನ ತುದಿಯಲ್ಲಿರುವ ಒಣ ಹೂವಿನ ಭಾಗವನ್ನು ಕೈಯಿಂದ ತೆಗೆಯಿರಿ. ಗೊನೆಗೆ ಪ್ಲಾಸ್ಟಿಕ್ ಹೊದಿಕೆ ಹಾಕಿ. ರೋಗ ಕಂಡರೆ 1 ಲೀಟರ್ ನೀರಿಗೆ 3 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಅಥವಾ 2.5 ಗ್ರಾಂ ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ.,ಕೊಲೆಟೊಟ್ರೈಕಮ್ ಮೂಸೆ
ಬಾಳೆ,ಸುಟ್ಟ ತುದಿ ರೋಗ / ಸಿಗಾರ್ ಎಂಡ್ ರಾಟ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಕೊಯ್ಲು ಮಾಡುವ ಕತ್ತಿ ಹರಿತ ಮತ್ತು ಸ್ವಚ್ಛವಾಗಿರಲಿ. ಹಣ್ಣಿನ ಪಣಿಯನ್ನು ಕಾಂಡದ ಭಾಗ ಉಳಿಯುವಂತೆ ಕತ್ತರಿಸಿ. ಕತ್ತರಿಸಿದ ತಕ್ಷಣ ಆ ಭಾಗವನ್ನು 1 ಲೀಟರ್ ನೀರಿಗೆ 1 ಗ್ರಾಂ ಕಾರ್ಬೆಂಡಾಜಿಮ್ ದ್ರಾವಣದಲ್ಲಿ ಅದ್ದಿ ಅಥವಾ ಪಟಿಕ ಹಚ್ಚಿ. ಪ್ಯಾಕ್ ಮಾಡುವ ಮುನ್ನ ಅದು ಪೂರ್ತಿ ಒಣಗಿರಲಿ.,ವರ್ಟಿಸಿಲಿಯಮ್ ಥಿಯೋಬ್ರೋಮೆ / ಟ್ರಾಕಿಸ್ಫೆರಾ ಫ್ರಕ್ಟಿಜೆನಾ
ಬಾಳೆ,ಕಾಂಡ ಕೊಳೆತ / ಕ್ರೌನ್ ರಾಟ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣಿನ ಸಿಪ್ಪೆ ಕೆಂಪಾಗಿ ಒರಟಾಗುತ್ತದೆ. ನಿಯಂತ್ರಣಕ್ಕೆ ನೀಲಿ ಅಂಟು ಬಲೆಗಳನ್ನು ಬಳಸಿ. ಕೊನೆಯ ಹಸ್ತ ಬಿಟ್ಟ ತಕ್ಷಣ ಗೊನೆಗೆ ಪ್ಲಾಸ್ಟಿಕ್ ಚೀಲ ಹೊದಿಸಿ. ಬಾಧೆ ಹೆಚ್ಚಿದ್ದರೆ ಎಳೆ ಗೊನೆಗೆ 1 ಲೀಟರ್ ನೀರಿಗೆ 0.5 ಮಿ.ಲೀ ಇಮಿಡಾಕ್ಲೋಪ್ರಿಡ್ ಅಥವಾ 2 ಮಿ.ಲೀ ಡೈಮೆಥೋಯೇಟ್ ಸಿಂಪಡಿಸಿ.,ಕೊಲೆಟೊಟ್ರೈಕಮ್ ಮೂಸೆ / ಫ್ಯುಸಾರಿಯಂ ಪ್ರಭೇದ
ಬಾಳೆ,ಕಜ್ಜಿ ರೋಗ / ಥ್ರಿಪ್ಸ್ ನುಸಿ  (ಕೀಟ ಬಾಧೆ),"ಹಣ್ಣಿಗೆ ಗಾಯವಾಗಿದ್ದರೆ ಅಥವಾ ಬಿಸಿಲು ಬಿದ್ದಿದ್ದರೆ ಇದು ಬರುತ್ತದೆ. ತೋಟದಲ್ಲಿ ನೆರಳು ಮತ್ತು ನೀರು ಬಸಿಯುವ ವ್ಯವಸ್ಥೆ ಇರಲಿ. ಕೊಳೆತ ಹಣ್ಣುಗಳನ್ನು ಮಣ್ಣಿನಲ್ಲಿ ಹೂತುಹಾಕಿ. ಕೊಯ್ಲು ಮಾಡಿದ ಹಣ್ಣನ್ನು ತೊಳೆಯುವಾಗ ಸ್ವಲ್ಪ ಬ್ಲೀಚಿಂಗ್ ಪೌಡರ್ ಬೆರೆಸಿದ ಶುದ್ಧ ನೀರು ಬಳಸಿ, ನಂತರ ಚೆನ್ನಾಗಿ ಒಣಗಿಸಿ.",ಥ್ರಿಪ್ಸ್ ಫ್ಲೋರಮ್ / ಕೀಟನಾಫೋಥ್ರಿಪ್ಸ್ ಸಿಗ್ನಿಪೆನ್ನಿಸ್
ಬಾಳೆ,ಮೃದು ಕೊಳೆತ / ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ  (ಬ್ಯಾಕ್ಟೀರಿಯಾ),"ತೋಟದಲ್ಲಿ ಕಳೆ ಇಲ್ಲದಂತೆ ನೋಡಿಕೊಳ್ಳಿ. ಗೊನೆ ಬಿಡುವಾಗ ಎಲೆಗಳು ಹಣ್ಣಿಗೆ ತಾಗದಂತೆ ನೋಡಿಕೊಳ್ಳಿ, ಏಕೆಂದರೆ ದುಂಬಿಗಳು ಎಲೆ ಮೂಲಕ ಗೊನೆಗೆ ಬರುತ್ತವೆ. ಗೊನೆಗೆ ಪ್ಲಾಸ್ಟಿಕ್ ಚೀಲ ಹಾಕುವುದು ಉತ್ತಮ ಉಪಾಯ. ಗೊನೆ ಚೀಲ ಹಾಕುವ ಮುನ್ನ 1 ಲೀಟರ್ ನೀರಿಗೆ 2.5 ಮಿ.ಲೀ ಕ್ಲೋರ್‌ಪೈರಿಫಾಸ್ ಸಿಂಪಡಿಸಬಹುದು.",ಎರ್ವಿನಿಯಾ ಕ್ಯಾರೊಟೊವೊರಾ
ಬಾಳೆ,ಕಜ್ಜಿ ದುಂಬಿ / ಸ್ಕಾರ್ ಬೀಟಲ್  (ಕೀಟ ಬಾಧೆ),"ಹಣ್ಣು ಮೇಲಿಂದ ಚೆನ್ನಾಗಿದ್ದರೂ ಒಳಗಿನ ತಿರುಳು ಕಂದು ಬಣ್ಣಕ್ಕೆ ತಿರುಗಿ ಒಣಗುತ್ತದೆ. ಕತ್ತರಿಸಲು ಮತ್ತು ಕೊಯ್ಲಿಗೆ ಕ್ರಿಮಿನಾಶಕದಿಂದ ಶುದ್ಧೀಕರಿಸಿದ ಉಪಕರಣ ಬಳಸಿ. ಗಂಡು ಹೂವಿನ ಮೊಗ್ಗು (ಬಾಳೆ ಮೂತಿ) ಮುರಿಯಲು ಕತ್ತಿ ಬದಲು ಕವಲೊಡೆದ ಕೋಲು ಬಳಸಿ. ರೋಗ ಬಂದರೆ ಇಡೀ ಗಿಡ ನಾಶಪಡಿಸಿ, ಅಲ್ಲಿ 12 ತಿಂಗಳು ಬಾಳೆ ಬೆಳೆಯಬೇಡಿ.",ಬೆಸಿಲೆಪ್ಟಾ ಸಬ್‌ಕೋಸ್ಟಾಟಾ
ಬಾರೆ ಹಣ್ಣು,ಮೊಕೊ ರೋಗ / ತಿರುಳು ಕೊಳೆತ  (ಬ್ಯಾಕ್ಟೀರಿಯಾ),"ಎಳೆಯ ಕಾಯಿಗಳ ಮೇಲೆ ಬಿಳಿ ಬೂದಿ ಆವರಿಸುತ್ತದೆ, ನಂತರ ಕಾಯಿ ಕಂದು ಬಣ್ಣಕ್ಕೆ ತಿರುಗಿ ಉದುರುತ್ತವೆ. ಹೂವು ಕಂಡ ತಕ್ಷಣ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಕರಗುವ ಗಂಧಕ ಅಥವಾ 1 ಮಿ.ಲೀ ಡೈನೋಕ್ಯಾಪ್ ಸಿಂಪಡಿಸಿ. ಕಾಯಿ ಕಚ್ಚುವಾಗ 15 ದಿನಗಳ ಅಂತರದಲ್ಲಿ ಎರಡು ಬಾರಿ ಸಿಂಪಡಿಸಿ. ಬಿಸಿಲು ಬೀಳಲು ಗಿಡವನ್ನು ಕತ್ತರಿಸಿ (ಪ್ರೂನಿಂಗ್) ಮಾಡಬೇಕು, ನೆರಳು ಇದ್ದರೆ ರೋಗ ಹರಡುತ್ತದೆ.",ರಾಲ್ಸ್ಟೋನಿಯಾ ಸೊಲಾನೇಸಿಯಾರಮ್
ಬಾರೆ ಹಣ್ಣು,ಬೂದಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಕಾಯಿಯ ಕೆಳಭಾಗದಲ್ಲಿ ಕಂದು ಚುಕ್ಕೆಗಳು ಕಾಣಿಸಿಕೊಂಡು ನಂತರ ಕಪ್ಪಾಗಿ ಕಾಯಿ ಕೊಳೆಯುತ್ತದೆ. ಮಳೆಗಾಲದಲ್ಲಿ ಇದು ಹೆಚ್ಚು. ಬಿದ್ದ ಮತ್ತು ಕೊಳೆತ ಹಣ್ಣುಗಳನ್ನು ಮಣ್ಣಿನಲ್ಲಿ ಹೂತುಹಾಕಿ. ಕಾಯಿ ಬಟಾಣಿ ಗಾತ್ರದಲ್ಲಿದ್ದಾಗ ರಕ್ಷಣೆಗಾಗಿ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಮ್ಯಾಂಕೋಜೆಬ್ ಅಥವಾ ಜೈನೆಬ್ ಸಿಂಪಡಿಸಿ.,ಎರಿಸಿಫೆ ಸಿಕೊರಾಸಿಯಾರಮ್ / ಓಡಿಯಮ್ ಪ್ರಭೇದ
ಬಾರೆ ಹಣ್ಣು,ಕಾಯಿ ಕೊಳೆ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),"ಹುಳು ಕಾಯಿಯೊಳಗೆ ಸೇರಿ ಬೀಜವನ್ನು ತಿನ್ನುತ್ತದೆ. ಕಾಯಿ ಕೆಂಪಾಗಿ ಉದುರುತ್ತದೆ. ಬಿದ್ದ ಹಣ್ಣುಗಳನ್ನು ಸುಟ್ಟುಹಾಕಿ, ಏಕೆಂದರೆ ಹುಳು ಅದರಲ್ಲೇ ಅಡಗಿರುತ್ತದೆ. ಬೇಸಿಗೆಯಲ್ಲಿ ಮರದ ಬುಡದ ಮಣ್ಣನ್ನು ಅಗೆಯಿರಿ. ಕಾಯಿ ಬಟಾಣಿ ಗಾತ್ರದಲ್ಲಿದ್ದಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಕಾರ್ಬರಿಲ್ ಅಥವಾ 0.3 ಮಿ.ಲೀ ಸ್ಪಿನೋಸ್ಯಾಡ್ ಸಿಂಪಡಿಸಿ. ಕೊಯ್ಲಿನ ಹಂತದಲ್ಲಿ ಸಿಂಪಡಿಸಬೇಡಿ.",ಫೈಟೋಫthora ಪ್ರಭೇದ
ಬಾರೆ ಹಣ್ಣು,ಕಾಯಿಕೊರಕ ಹುಳು  (ಕೀಟ ಬಾಧೆ),ಕೀಟಗಳ ತ್ಯಾಜ್ಯದಿಂದ ಕಾಯಿಯ ಮೇಲೆ ಕಪ್ಪು ಪದರ ಬೆಳೆಯುತ್ತದೆ. ಮೊದಲು ಕೀಟಗಳನ್ನು ಕೊಲ್ಲಲು 1 ಲೀಟರ್ ನೀರಿಗೆ 1.7 ಮಿ.ಲೀ ಡೈಮೆಥೋಯೇಟ್ ಸಿಂಪಡಿಸಿ. ನಂತರ ಮಸಿ ಹೋಗಲಾಡಿಸಲು ಶೇ. 2 ರ ಗಂಜಿ ದ್ರಾವಣ (Starch) ಅಥವಾ ಜೋರಾಗಿ ನೀರು ಸಿಂಪಡಿಸಿ ತೊಳೆಯಿರಿ.,ಡ್ಯೂಡೊರಿಕ್ಸ್ ಐಸೊಕ್ರೇಟ್ಸ್ / ಹೆಲಿಕೋವರ್ಪಾ ಆರ್ಮಿಜೆರಾ
ಬಾರೆ ಹಣ್ಣು,ಮಸಿ ರೋಗ / ಕಪ್ಪು ಬೂಷ್ಟು  (ಶಿಲೀಂಧ್ರ ರೋಗ),"ದೀರ್ಘಕಾಲದ ನಂತರ ಒಮ್ಮೆಲೆ ಹೆಚ್ಚು ನೀರು ಕೊಟ್ಟರೆ ಕಾಯಿ ಒಡೆಯುತ್ತದೆ. ಇದು ರೋಗವಲ್ಲ. ಮಣ್ಣಿನಲ್ಲಿ ತೇವಾಂಶ ಕಾಪಾಡಲು ಒಂದೇ ಬಾರಿ ಹೆಚ್ಚು ನೀರು ಕೊಡದೆ, ಸ್ವಲ್ಪ ಸ್ವಲ್ಪ ನೀರನ್ನು ಆಗಾಗ ಕೊಡಿ. ಕಾಯಿ ಬೆಳೆಯುವಾಗ ಸಿಪ್ಪೆ ಗಟ್ಟಿಯಾಗಲು 1 ಲೀಟರ್ ನೀರಿಗೆ 3 ಗ್ರಾಂ ಬೊರಾಕ್ಸ್ ಸಿಂಪಡಿಸಿ.",ಕ್ಯಾಪ್ನೋಡಿಯಮ್ ಪ್ರಭೇದ
ಬಾರೆ ಹಣ್ಣು,ಕಾಯಿ ಒಡೆಯುವುದು  (ಭೌತಿಕ ಸಮಸ್ಯೆ),"ಹಣ್ಣು ಮತ್ತು ಎಲೆಗಳ ಮೇಲೆ ಕೆಂಪು-ಕಂದು ಬಣ್ಣದ ಬೊಕ್ಕೆಗಳು ಕಾಣುತ್ತವೆ. 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಕರಗುವ ಗಂಧಕ ಅಥವಾ ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಚಳಿಗಾಲದಲ್ಲಿ ಬಿದ್ದ ಎಲೆಗಳನ್ನು ಗುಡಿಸಿ ಸುಟ್ಟುಹಾಕಿ, ರೋಗ ಅಲ್ಲಿಯೇ ಅಡಗಿರುತ್ತದೆ.",ದೈಹಿಕ ಅಸ್ವಸ್ಥತೆ (ಬೋರಾನ್ ಕೊರತೆ / ನೀರಿನ ಒತ್ತಡ)
ಗೋಡಂಬಿ ,ಟೀ ಮಸ್ಕಿಟೋ ಕೀಟ (ಗಿಡ ಹೀನು),"ಇದು ಭಾರತದಲ್ಲಿ ಗೋಡಂಬಿಗೆ ಅತಿಹಾನಿಕಾರಕ ಕೀಟ. ಇದು ಆಪಲ್ ಮತ್ತು ಕಾಯಿ ಮೇಲೆ ರಸ ಹೀರಿ ಕಪ್ಪು ಕಲೆಗಳು ಮತ್ತು ಒಣಗಿದ ಕಾಯಿಗಳನ್ನು ಉಂಟುಮಾಡುತ್ತದೆ. ಹೂ ಬರುವ ಹಂತದಲ್ಲೇ ಥೈಯಾಮೆಥಾಕ್ಸಾಂ ಅಥವಾ ಲ್ಯಾಂಬ್ಡಾ-ಸೈಹಲೋತ್ರಿನ್ ಸಿಂಪಡಣೆ ಆರಂಭಿಸಬೇಕು. ಅಗತ್ಯವಿದ್ದರೆ 15 ದಿನಗಳ ನಂತರ ಮರುಸಿಂಪಡಣೆ ಮಾಡಬೇಕು. ಹೆಚ್ಚು ಹಾನಿಯಾದ ಹಣ್ಣುಗಳನ್ನು ತೆಗೆದುಹಾಕಬೇಕು. ಹೆಚ್ಚು ಯೂರಿಯಾ ಬಳಕೆ ತಪ್ಪಿಸಬೇಕು, ಏಕೆಂದರೆ ಮೃದುವಾದ ಬೆಳವಣಿಗೆ ಕೀಟಗಳನ್ನು ಆಕರ್ಷಿಸುತ್ತದೆ.",ಹೆಲೋಪೆಲ್ಟಿಸ್ ಆಂಟೋನಿ
ಗೋಡಂಬಿ,ಆಂಥ್ರಾಕ್ನೋಸ್ ರೋಗ (ಕೋಲೆ ರೋಗ / ಹೂ ಮತ್ತು ಹಣ್ಣು ಕೊಳೆ),ಮಳೆ ಮತ್ತು ಮೋಡ ಕವಿದ ಹವಾಮಾನದಲ್ಲಿ ಸಾಮಾನ್ಯ. ಆಪಲ್ ಮತ್ತು ಕಾಯಿಯ ಮೇಲೆ ಕಪ್ಪು ಕುಸಿದ ಕಲೆಗಳು ಕಾಣಿಸಿ ಹಣ್ಣುಗಳು ಮುಂಚಿತವಾಗಿಯೇ ಬೀಳುತ್ತವೆ. ಸೋಂಕಿತ ಹಣ್ಣುಗಳನ್ನು ಸಂಗ್ರಹಿಸಿ ನಾಶಪಡಿಸಬೇಕು. ಗಾಳಿಚಲನೆಗಾಗಿ ಗಟ್ಟಿಯಾದ ಕೊಂಬೆಗಳನ್ನು ಕಡಿತ ಮಾಡಬೇಕು. ಹೂ ಹಂತದಲ್ಲಿ ಮತ್ತು ಆರಂಭಿಕ ಹಣ್ಣು ಹಂತದಲ್ಲಿ ಕಾರ್ಬೆಂಡಜಿಮ್ ಅಥವಾ ಮ್ಯಾಂಕೋಜೆಬ್ @ 2 ಗ್ರಾಂ/ಲೀಟರ್ ಸಿಂಪಡಿಸಬೇಕು.,ಕೊಲೆಟೊಟ್ರೈಕಮ್ ಗ್ಲಿಯೋಸ್ಪೊರಿಯಾಯ್ಡ್ಸ್
ಗೋಡಂಬಿ,ಗೋಡಂಬಿ ಆಪಲ್ ಕೊಳೆ (ಕೋಳು ರೋಗ),ಆಪಲ್ ಮೃದುವಾಗಿ ನೀರಿನಂತಾಗುತ್ತದೆ ಮತ್ತು ಮಳೆ ಹೆಚ್ಚಿರುವಾಗ ಬಿಳಿ ಅಥವಾ ಗುಲಾಬಿ ಬಣ್ಣದ ಶಿಲೀಂಧ್ರ ಬೆಳವಣಿಗೆ ಕಾಣುತ್ತದೆ. ನೀರು ನಿಲ್ಲದಂತೆ ಸರಿಯಾದ ಹರಿವು ವ್ಯವಸ್ಥೆ ಮಾಡಬೇಕು. ಕೊಳೆತ ಆಪಲ್‌ಗಳನ್ನು ತಕ್ಷಣ ತೋಟದಿಂದ ತೆಗೆದುಹಾಕಬೇಕು. ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಅಥವಾ ಮ್ಯಾಂಕೋಜೆಬ್ @ 2 ಗ್ರಾಂ/ಲೀಟರ್ ಸಿಂಪಡಿಸಬೇಕು. ಮಣ್ಣಿನ ಮೇಲೆ ಹಣ್ಣು ಬಿದ್ದಂತೆ ಬಿಟ್ಟುಬಿಡಬಾರದು.,ಲಾಸಿಯೋಡಿಪ್ಲೋಡಿಯಾ ಥಿಯೋಬ್ರೋಮೆ
ಗೋಡಂಬಿ,ಕಾಯಿ ತೋಡುವ ಹುಳು (ಕಾಯಿ ಕೊರೆಯುವ ಹುಳು),ಕಾಯಿ ಮೇಲೆ ಚಿಕ್ಕ ರಂಧ್ರ ಮಾಡಿ ಒಳಗೆ ತಿನ್ನುತ್ತದೆ ಮತ್ತು ಹೊರಗೆ ಕಪ್ಪು ಮಲ ಬಿಡುತ್ತದೆ. ಬೀಳುವ ಮತ್ತು ಹಾನಿಗೊಳಗಾದ ಕಾಯಿಗಳನ್ನು ಪ್ರತಿದಿನ ಸಂಗ್ರಹಿಸಿ ನಾಶಪಡಿಸಬೇಕು. ಆರಂಭಿಕ ಕಾಯಿ ಹಂತದಲ್ಲಿ ಎಮಾಮೆಕ್ಟಿನ್ ಬೆನ್ಜೋಯೇಟ್ ಅಥವಾ ಲ್ಯಾಂಬ್ಡಾ-ಸೈಹಲೋತ್ರಿನ್ ಸಿಂಪಡಿಸಬೇಕು. ತೋಟವನ್ನು ಸ್ವಚ್ಛವಾಗಿಟ್ಟುಕೊಳ್ಳಬೇಕು.,ಥೈಲಾಕೊಪ್ಟೋನ್ಯೂರಿಯಾ ಪೌರೋಲಿಲಾಸ್
ಗೋಡಂಬಿ,ಕಾಯಿ ಕಪ್ಪು ಶಿಲೀಂಧ್ರ ಕೊಳೆ (ಬ್ಲಾಕ್ ಮೋಲ್ಡ್),ಹಣ್ಣು ಬಿದ್ದ ನಂತರ ಮತ್ತು ಒಣಗಿಸುವ ಸಮಯದಲ್ಲಿ ಸಾಮಾನ್ಯ. ತೇವಾಂಶದಿಂದಾಗಿ ಕಾಯಿಯ ಒಳಗೆ ಕಪ್ಪು ಪುಡಿ ಶಿಲೀಂಧ್ರ ಬೆಳೆಯುತ್ತದೆ. ಕಾಯಿಗಳನ್ನು ಪ್ರತಿದಿನ ಸಂಗ್ರಹಿಸಿ ಚೆನ್ನಾಗಿ ಸೂರ್ಯದಲ್ಲಿ ಒಣಗಿಸಬೇಕು. ತೇವ ಮಣ್ಣಿನ ಮೇಲೆ ಒಣಗಿಸಬಾರದು. ಸಂಪೂರ್ಣ ಒಣಗಿದ ಕಾಯಿಗಳನ್ನು ಮಾತ್ರ ಸ್ವಚ್ಛ ಮತ್ತು ಗಾಳಿಯಾಡುವ ಕೋಣೆಯಲ್ಲಿ ಸಂಗ್ರಹಿಸಬೇಕು.,ಪಿಲಿಡಿಯೆಲ್ಲಾ ಗ್ರಾನಟಿ / ಆಸ್ಪರ್ಜಿಲಸ್ ನೈಜರ್
